"nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"nm0000484","John Landis",1950,NA,"producer,director,actor","tt0067716,tt0118747,tt0080455,tt0086491"
"nm0000485","Fritz Lang",1890,1976,"director,writer,producer","tt0022100,tt0057345,tt0017136,tt0019415"
"nm0000486","Heather Langenkamp",1964,NA,"actress,special_effects,make_up_department","tt0087800,tt0094490,tt0111686,tt13444912"
"nm0000487","Ang Lee",1954,NA,"director,producer,writer","tt0808357,tt0190332,tt0454876,tt0388795"
"nm0000488","Brandon Lee",1965,1993,"actor,miscellaneous","tt0105219,tt0099978,tt0109506,tt0102915"
"nm0000489","Christopher Lee",1922,2015,"actor,soundtrack,producer","tt0070917,tt0121765,tt0167261,tt0120737"
"nm0000490","Spike Lee",1957,NA,"director,producer,writer","tt0097216,tt0091939,tt9777644,tt0104797"
"nm0000491","John Leguizamo",1960,NA,"actor,writer,producer","tt0120177,tt0162677,tt0203009,tt0117509"
"nm0000492","Jennifer Jason Leigh",1962,NA,"actress,producer,soundtrack","tt0108122,tt0109642,tt3460252,tt0105414"
"nm0000493","Jack Lemmon",1925,2001,"actor,soundtrack,producer","tt0107050,tt0053291,tt0104348,tt0053604"
"nm0000494","Robert Sean Leonard",1969,NA,"actor,soundtrack","tt0412142,tt0106226,tt0107616,tt0097165"
"nm0000495","Téa Leoni",1966,NA,"actress,producer","tt0120647,tt0218967,tt0371246,tt0163025"
"nm0000496","Juliette Lewis",1973,NA,"actress,soundtrack,director","tt0110632,tt1322269,tt0101540,tt0116367"
"nm0000497","Jennifer Lien",1974,NA,"actress,producer,miscellaneous","tt0106100,tt0133189,tt0120586,tt0112178"
"nm0000498","Matthew Lillard",1970,NA,"actor,producer,soundtrack","tt0331632,tt1033575,tt0133189,tt0267913"
"nm0000499","Bai Ling",1966,NA,"actress,producer,writer","tt0119994,tt1121931,tt0405336,tt0109506"
"nm0000500","Richard Linklater",1960,NA,"producer,director,writer","tt2209418,tt0243017,tt0405296,tt1065073"
"nm0000501","Ray Liotta",1954,2022,"actor,producer,soundtrack","tt0091983,tt0099685,tt0272207,tt0365686"
"nm0000502","Christopher Lloyd",1938,NA,"actor,soundtrack","tt0088763,tt0088930,tt0096438,tt0106220"
"nm0000503","Emily Lloyd",1970,NA,"actress","tt0120490,tt0310952,tt0094331,tt0105265"
"nm0000504","Amy Locane",1971,NA,"actress,soundtrack","tt0099329,tt0105327,tt0274812,tt0103491"
"nm0000505","Nia Long",1970,NA,"actress,soundtrack,director","tt2083355,tt0208003,tt0181984,tt0168501"
"nm0000506","Julia Louis-Dreyfus",1961,NA,"actress,producer,soundtrack","tt1759761,tt2390361,tt0098904,tt0462128"
"nm0000507","Rob Lowe",1964,NA,"actor,producer,soundtrack","tt0086066,tt0090060,tt1291580,tt0105793"
"nm0000508","Carey Lowell",1961,NA,"actress","tt0108160,tt0097742,tt0113627,tt0098844"
"nm0000509","Bela Lugosi",1882,1956,"actor,costume_department,soundtrack","tt0021814,tt0045826,tt0024188,tt0024894"
"nm0000510","Andie MacDowell",1958,NA,"actress,producer,soundtrack","tt0102070,tt0107048,tt0109831,tt0098724"
"nm0000511","Shirley MacLaine",1934,NA,"actress,soundtrack,writer","tt0048750,tt0053604,tt0086425,tt0098384"
"nm0000512","Elle Macpherson",1964,NA,"producer,actress","tt0119051,tt0111201,tt0117057,tt0118688"
"nm0000513","William H. Macy",1950,NA,"actor,writer,soundtrack","tt0175880,tt0116282,tt0118749,tt1586680"
"nm0000514","Michael Madsen",1957,NA,"actor,producer,writer","tt0105236,tt0114508,tt0266697,tt3460252"
"nm0000515","Virginia Madsen",1961,NA,"actress,producer,soundtrack","tt0103919,tt0375063,tt0114194,tt0492044"
"nm0000516","Lee Majors",1939,NA,"actor,music_department,producer","tt0071054,tt0096061,tt0058791,tt0081859"
"nm0000517","Terrence Malick",1943,NA,"producer,writer,director","tt0069762,tt0478304,tt0120863,tt0077405"
"nm0000518","John Malkovich",1953,NA,"actor,producer,writer","tt1245526,tt0094947,tt0107206,tt0120601"
"nm0000519","David Mamet",1947,NA,"writer,producer,director","tt0093223,tt0120885,tt0120202,tt0104348"
"nm0000520","Michael Mann",1943,NA,"producer,writer,director","tt0369339,tt0140352,tt0104691,tt0091474"
"nm0000521","Sophie Marceau",1966,NA,"actress,director,writer","tt0112573,tt0082100,tt1194616,tt0143145"
"nm0000522","Vanessa Marcil",1968,NA,"actress","tt0056758,tt0364828,tt0117500,tt0098749"
"nm0000523","Julianna Margulies",1966,NA,"actress,producer,soundtrack","tt1174730,tt0288477,tt0108757,tt0417148"
"nm0000524","Mary Stuart Masterson",1966,NA,"actress,producer,director","tt0106387,tt0073747,tt0094006,tt0101921"
"nm0000525","Heather Matarazzo",1982,NA,"actress,director,producer","tt0247638,tt0120577,tt0498353,tt0114906"
"nm0000526","Samantha Mathis",1970,NA,"actress,executive,soundtrack","tt0100436,tt0108255,tt0115759,tt0144084"
"nm0000527","Walter Matthau",1920,2000,"actor,soundtrack,director","tt0056923,tt0063374,tt0072251,tt0060424"
"nm0000528","Mathilda May",1965,NA,"actress,miscellaneous,soundtrack","tt0089489,tt0119395,tt0102130,tt0092797"
"nm0000529","Debi Mazar",1964,NA,"actress,make_up_department,producer","tt0112950,tt1674771,tt0140352,tt0106375"
"nm0000530","Andrew McCarthy",1962,NA,"actor,director,producer","tt0091790,tt2741602,tt0098627,tt2372162"
"nm0000531","Frances McDormand",1957,NA,"actress,producer,soundtrack","tt0181875,tt0116282,tt5027774,tt1748122"
"nm0000532","Malcolm McDowell",1943,NA,"actor,producer,soundtrack","tt0066921,tt0373883,tt0080025,tt0111280"
"nm0000533","Gates McFadden",1949,NA,"actress,miscellaneous,director","tt8806524,tt0091369,tt0092455,tt0112060"
"nm0000534","Kelly McGillis",1957,NA,"actress,producer,soundtrack","tt0090329,tt1464580,tt0094608,tt0092099"
"nm0000535","Rose McGowan",1973,NA,"actress,soundtrack,producer","tt1077258,tt0462322,tt0158552,tt0155776"
"nm0000536","Robert Duncan McNeill",1964,NA,"actor,producer,director","tt0112178,tt0387054,tt2197797,tt0093507"
"nm0000537","Steve McQueen",1930,1980,"actor,producer,soundtrack","tt0070511,tt0068638,tt0062765,tt0057115"
"nm0000538","Colm Meaney",1953,NA,"actor,producer,soundtrack","tt0375912,tt0118880,tt0105690,tt0106145"
"nm0000539","Dina Meyer",1968,NA,"actress,producer","tt0387564,tt0113481,tt0120201,tt0253754"
"nm0000540","Russ Meyer",1922,2004,"director,cinematographer,producer","tt0075376,tt0078846,tt0059170,tt0054859"
"nm0000541","Bette Midler",1945,NA,"soundtrack,actress,producer","tt0094715,tt0116313,tt0107120,tt0091877"
"nm0000542","Penelope Ann Miller",1964,NA,"actress,soundtrack","tt0099615,tt0099938,tt0106519,tt1655442"
"nm0000543","Sal Mineo",1939,1976,"actor,soundtrack,music_department","tt0053804,tt0067065,tt0048545,tt0049261"
"nm0000544","Carmen Miranda",1909,1955,"soundtrack,actress,miscellaneous","tt0039277,tt0036881,tt0040271,tt0035916"
"nm0000545","Helen Mirren",1945,NA,"actress,director,producer","tt0975645,tt0280707,tt1245526,tt0436697"
"nm0000546","Matthew Modine",1959,NA,"actor,producer,director","tt0112760,tt1345836,tt2932536,tt0093058"
"nm0000547","Alfred Molina",1953,NA,"actor,producer,soundtrack","tt0175880,tt0118749,tt0316654,tt0120679"
"nm0000548","Elizabeth Montgomery",1933,1995,"actress,soundtrack,miscellaneous","tt0071868,tt0076981,tt0073273,tt0057733"
"nm0000549","Roger Moore",1927,2017,"actor,miscellaneous,producer","tt0090264,tt0076752,tt0082398,tt0079574"
"nm0000550","Kate Mulgrew",1955,NA,"actress,producer,writer","tt0112178,tt2372162,tt0253754,tt0089901"
"nm0000551","Dermot Mulroney",1963,NA,"actor,soundtrack,music_department","tt1322269,tt0356680,tt0096487,tt0119738"
"nm0000552","Eddie Murphy",1961,NA,"actor,writer,producer","tt0117218,tt0443489,tt0126029,tt0094898"
"nm0000553","Liam Neeson",1952,NA,"actor,soundtrack,producer","tt0108052,tt0429493,tt0362269,tt1601913"
"nm0000554","Sam Neill",1947,NA,"actor,producer,director","tt0163025,tt0107290,tt0107822,tt4698684"
"nm0000555","Judd Nelson",1959,NA,"actor,writer,producer","tt0092106,tt0088847,tt0090060,tt0102526"
"nm0000556","Olivia Newton-John",1948,2022,"soundtrack,actress,music_department","tt0119094,tt0077631,tt0081777,tt0086494"
"nm0000557","Brigitte Nielsen",1963,NA,"actress,soundtrack,producer","tt0089893,tt5073058,tt0092644"
"nm0000558","Leslie Nielsen",1926,2010,"actor,producer,soundtrack","tt0102510,tt0080339,tt0095705,tt0120901"
"nm0000559","Leonard Nimoy",1931,2015,"actor,director,producer","tt0102975,tt0092007,tt0088170,tt0796366"
"nm0000560","Nick Nolte",1941,NA,"actor,producer","tt0102713,tt0118564,tt0120863,tt1291584"
"nm0000561","Peter North",1957,NA,"actor,director,producer","tt0199096,tt0128316,tt0183057,tt0160323"
"nm0000562","Jeremy Northam",1961,NA,"actor,soundtrack","tt0116191,tt0280707,tt0284978,tt0113957"
"nm0000563","Chris O'Donnell",1970,NA,"actor,producer,director","tt0105323,tt0190865,tt0108333,tt0118688"
"nm0000564","Peter O'Toole",1932,2013,"actor,soundtrack,producer","tt0081568,tt0063227,tt0332452,tt0056172"
"nm0000565","Lena Olin",1955,NA,"actress","tt0285333,tt0241303,tt0107983,tt0096332"
"nm0000566","Julia Ormond",1965,NA,"actress,producer","tt1655420,tt0421715,tt0114319,tt0113071"
"nm0000567","George Orwell",1903,1950,"writer","tt0498637,tt1785318,tt0048918,tt0087803"
"nm0000568","Frank Oz",1944,NA,"actor,miscellaneous,soundtrack","tt0074028,tt0121765,tt2527336,tt0063951"
"nm0000569","Gwyneth Paltrow",1972,NA,"actress,soundtrack,producer","tt0138097,tt0116191,tt0120148,tt1300854"
"nm0000570","Alan Parker",1944,2020,"director,writer,soundtrack","tt0101605,tt0116250,tt0095647,tt0077928"
"nm0000571","Mary-Louise Parker",1964,NA,"actress,soundtrack,miscellaneous","tt1245526,tt0439100,tt0790736,tt1821694"
"nm0000572","Sarah Jessica Parker",1965,NA,"actress,producer,miscellaneous","tt1261945,tt0159206,tt1000774,tt0356680"
"nm0000573","Dolly Parton",1946,NA,"soundtrack,music_department,actress","tt0073984,tt0092342,tt0162822,tt0080319"
"nm0000574","Jason Patric",1966,NA,"actor,producer","tt0093437,tt0480255,tt0120179,tt0117665"
"nm0000575","Alexandra Paul",1963,NA,"actress,producer,writer","tt0117723,tt14112080,tt0085333,tt0092925"
"nm0000576","Sean Penn",1960,NA,"actor,director,producer","tt0112818,tt0315733,tt0327056,tt1013753"
"nm0000577","George Peppard",1928,1994,"actor,assistant_director,soundtrack","tt0057917,tt0068663,tt0060177,tt0054698"
"nm0000578","Anthony Perkins",1932,1992,"actor,soundtrack,director","tt0086154,tt0054215,tt0078869,tt0091799"
"nm0000579","Ron Perlman",1950,NA,"actor,producer,soundtrack","tt0167190,tt0092319,tt0411477,tt3973768"
"nm0000580","Luke Perry",1966,2019,"actor,producer,soundtrack","tt0103893,tt0119116,tt0098749,tt7131622"
"nm0000581","Joseph L. Mankiewicz",1909,1993,"writer,producer,director","tt0056937,tt0042192,tt0041587,tt0069281"
"nm0000582","Joe Pesci",1943,NA,"actor,soundtrack","tt0104952,tt0081398,tt1302006,tt0099685"
"nm0000583","Wolfgang Petersen",1941,2022,"director,writer,producer","tt0114069,tt0118571,tt0089092,tt0082096"
"nm0000584","Amanda Peterson",1971,2015,"actress","tt0083564,tt0092488,tt0089114,tt0092718"
"nm0000585","Robert Picardo",1953,NA,"actor,soundtrack,writer","tt0117731,tt0112178,tt0094433,tt0093260"
"nm0000586","Jada Pinkett Smith",1971,NA,"producer,actress,writer","tt0120082,tt0242653,tt0369339,tt0234215"
"nm0000587","Donald Pleasence",1919,1995,"actor,writer,soundtrack","tt0082495,tt0057115,tt0062512,tt0077651"
"nm0000588","Martha Plimpton",1970,NA,"actress,soundtrack,writer","tt0091557,tt0115639,tt0089218,tt0098067"
"nm0000589","Eve Plumb",1958,NA,"actress,soundtrack,producer","tt1595859,tt2359024,tt5037914,tt9278110"
"nm0000590","Edgar Allan Poe",1809,1849,"writer,soundtrack,miscellaneous","tt1772264,tt21321726,tt1663656,tt0024894"
"nm0000591","Roman Polanski",1933,NA,"director,actor,writer","tt0071315,tt1139328,tt0074811,tt1692486"
"nm0000592","Pete Postlethwaite",1946,2011,"actor,producer","tt1375666,tt0114814,tt0840361,tt0119567"
"nm0000593","Kelly Preston",1962,2020,"actress,soundtrack","tt0286788,tt0185183,tt0116695,tt0126916"
"nm0000594","Jason Priestley",1969,NA,"actor,producer,director","tt5722298,tt2334593,tt0098749,tt1558182"
"nm0000595","Victoria Principal",1950,NA,"actress,producer,executive","tt0077000,tt0075393,tt0068853,tt0071455"
"nm0000596","Jonathan Pryce",1947,NA,"actor,soundtrack,producer","tt3750872,tt8404614,tt0104348,tt0120347"
"nm0000597","Bill Pullman",1953,NA,"actor,director,soundtrack","tt0116922,tt0116629,tt1628841,tt0094012"
"nm0000598","Dennis Quaid",1954,NA,"actor,producer,soundtrack","tt0319262,tt0297884,tt0186151,tt0093260"
"nm0000599","Kathleen Quinlan",1954,NA,"actress,producer,director","tt0101761,tt0069704,tt0118771,tt0112384"
"nm0000600","Sam Raimi",1959,NA,"producer,writer,director","tt0099365,tt0083907,tt0145487,tt0106308"
"nm0000601","Harold Ramis",1944,2014,"writer,actor,producer","tt0478311,tt0107048,tt0087332,tt0083131"
"nm0000602","Robert Redford",1936,NA,"producer,actor,director","tt0074119,tt0064115,tt0081283,tt0087781"
"nm0000603","Vanessa Redgrave",1937,NA,"actress,soundtrack,producer","tt0783233,tt0892318,tt0104454,tt1372686"
"nm0000604","John C. Reilly",1965,NA,"actor,writer,producer","tt0118749,tt0299658,tt0841046,tt2015381"
"nm0000605","Brad Renfro",1982,2008,"actor,soundtrack,writer","tt0112757,tt0109446,tt0118636,tt0117665"
"nm0000606","Jean Reno",1948,NA,"actor","tt0383216,tt0095250,tt0122690,tt0110413"
"nm0000607","Paul Reubens",1952,NA,"actor,writer,soundtrack","tt0251640,tt0089791,tt0090500,tt0094744"
"nm0000608","Burt Reynolds",1936,2018,"actor,director,producer","tt0117765,tt0076729,tt0118749,tt0068473"
"nm0000609","Ving Rhames",1959,NA,"actor,producer,writer","tt0120755,tt2381249,tt0110912,tt0317919"
"nm0000610","Giovanni Ribisi",1974,NA,"actor,producer,cinematographer","tt0499549,tt0377062,tt0181984,tt0346156"
"nm0000611","Ariana Richards",1979,NA,"actress","tt0259685,tt0119567,tt0107290,tt0100814"
"nm0000612","Denise Richards",1971,NA,"actress,producer,soundtrack","tt0143145,tt0120201,tt0120890,tt0314331"
"nm0000613","Joely Richardson",1965,NA,"actress,producer,soundtrack","tt0361217,tt0187393,tt0119081,tt0115433"
"nm0000614","Alan Rickman",1946,2016,"actor,soundtrack,writer","tt0102798,tt0408236,tt0177789,tt0095016"
"nm0000615","John Ritter",1948,2003,"actor,producer,soundtrack","tt0307987,tt0117666,tt0100419,tt0075596"
"nm0000616","Eric Roberts",1956,NA,"actor,producer,soundtrack","tt1320253,tt1791528,tt0089941,tt0468569"
"nm0000617","Tanya Roberts",1949,2021,"actress,producer","tt0083630,tt0090264,tt0165598,tt0088103"
"nm0000618","Isabella Rossellini",1952,NA,"actress,director,writer","tt0104070,tt0090756,tt2316411,tt0106881"
"nm0000619","Tim Roth",1961,NA,"actor,producer,soundtrack","tt0110912,tt0114287,tt0133152,tt3460252"
"nm0000620","Mickey Rourke",1952,NA,"actor,writer,producer","tt0401792,tt1125849,tt1228705,tt0092563"
"nm0000621","Kurt Russell",1951,NA,"actor,producer,writer","tt0116225,tt3896198,tt3460252,tt0116253"
"nm0000622","Theresa Russell",1957,NA,"actress,soundtrack,miscellaneous","tt0080408,tt0098093,tt0413300,tt0120890"
"nm0000623","Rene Russo",1954,NA,"actress,producer","tt0155267,tt0122151,tt2872718,tt0117438"
"nm0000624","Laura San Giacomo",1962,NA,"actress","tt0100405,tt0098724,tt0102744,tt0118364"
"nm0000625","Fred Savage",1976,NA,"actor,director,producer","tt0295178,tt0094582,tt0093779,tt0090768"
"nm0000626","John Sayles",1950,NA,"writer,actor,director","tt0119657,tt0116905,tt0095082,tt0087004"
"nm0000627","Greta Scacchi",1960,NA,"actress","tt0117442,tt0105151,tt0217629,tt0116191"
"nm0000628","Johnathon Schaech",1969,NA,"actor,writer,producer","tt11695190,tt0926129,tt0159276,tt0117887"
"nm0000629","Claudia Schiffer",1970,NA,"actress,producer","tt0314331,tt2802144,tt0110989,tt0196229"
"nm0000630","Liev Schreiber",1967,NA,"actor,producer,miscellaneous","tt0458525,tt0404030,tt0368008,tt1895587"
"nm0000631","Ridley Scott",1937,NA,"producer,director,production_designer","tt3659388,tt0083658,tt0172495,tt0103074"
"nm0000632","Jerry Seinfeld",1954,NA,"writer,producer,actor","tt2314952,tt12117854,tt0389790,tt0098904"
"nm0000633","Tom Selleck",1945,NA,"actor,producer,writer","tt0119360,tt0094137,tt0080240,tt1595859"
"nm0000634","Peter Sellers",1925,1980,"actor,soundtrack,writer","tt0072081,tt0078841,tt0075066,tt0057012"
"nm0000635","Yahoo Serious",1953,NA,"director,actor,writer","tt0107930,tt6893696,tt0096486,tt0156807"
"nm0000636","William Shakespeare",1564,1616,"writer,soundtrack,miscellaneous","tt8632012,tt10095582,tt14297038,tt20711868"
"nm0000637","Tupac Shakur",1971,1996,"soundtrack,composer,music_department","tt0104573,tt0118900,tt0107840,tt0109035"
"nm0000638","William Shatner",1931,NA,"actor,producer,writer","tt0098382,tt0088170,tt0084726,tt0079945"
"nm0000639","Ally Sheedy",1962,NA,"actress,producer,soundtrack","tt0091949,tt0086567,tt0139362,tt0088847"
"nm0000640","Martin Sheen",1940,NA,"actor,producer,soundtrack","tt0407887,tt0069762,tt1441912,tt0078788"
"nm0000641","Gary Sinise",1955,NA,"actor,producer,director","tt0109830,tt0117438,tt0112384,tt0105046"
"nm0000642","Marina Sirtis",1955,NA,"actress,producer,soundtrack","tt0375679,tt0117731,tt0111280,tt0120844"
"nm0000643","Tom Skerritt",1933,NA,"actor,director,producer","tt0118884,tt0098384,tt0078748,tt0092099"
"nm0000644","Helen Slater",1963,NA,"actress,soundtrack,writer","tt0091877,tt0093936,tt0089470,tt0088206"
"nm0000645","Anna Nicole Smith",1967,2007,"miscellaneous,actress,producer","tt0110622,tt0377471,tt0110074,tt0758754"
"nm0000646","Jaclyn Smith",1945,NA,"actress,producer,soundtrack","tt0081232,tt0065374,tt0094791,tt5033998"
"nm0000647","Alan Smithee",NA,NA,"director,actor,writer","tt0096875,tt2076794,tt0118577,tt4591238"
"nm0000648","Wesley Snipes",1962,NA,"actor,producer,soundtrack","tt0120611,tt0106697,tt0105812,tt0102526"
"nm0000649","Paul Sorvino",1939,2022,"actor,soundtrack,director","tt0102803,tt0099685,tt0963194,tt0113987"
"nm0000650","Talisa Soto",1967,NA,"actress","tt0113855,tt0097742,tt0119707,tt0117723"
"nm0000651","Sissy Spacek",1949,NA,"actress,soundtrack,art_department","tt0080549,tt0247425,tt0074285,tt1454029"
"nm0000652","James Spader",1960,NA,"actor,producer,soundtrack","tt2395427,tt0402711,tt0098724,tt2741602"
"nm0000653","Brent Spiner",1949,NA,"actor,soundtrack,director","tt0111280,tt0117731,tt0253754,tt1628841"
"nm0000654","Terence Stamp",1938,NA,"actor,soundtrack,director","tt1385826,tt1047011,tt0109045,tt0165854"
"nm0000655","Eric Stoltz",1961,NA,"actor,producer,director","tt0110912,tt0289879,tt0089560,tt0094006"
"nm0000656","Madeleine Stowe",1958,NA,"actress,director,writer","tt0108122,tt0144214,tt0104691,tt0114746"
"nm0000657","David Strathairn",1949,NA,"actor,producer,soundtrack","tt0831387,tt0443272,tt0433383,tt0119488"
"nm0000658","Meryl Streep",1949,NA,"actress,soundtrack,producer","tt0458352,tt1322269,tt0089755,tt0084707"
"nm0000659","Barbra Streisand",1942,NA,"soundtrack,producer,actress","tt0117057,tt0075265,tt0086619,tt0062994"
"nm0000660","Tami Stronach",1972,NA,"actress","tt6557704,tt0088323,tt12623434,tt3222644"
"nm0000661","Donald Sutherland",1935,NA,"actor,soundtrack,producer","tt1951264,tt0077745,tt1951265,tt0414387"
"nm0000662","Kiefer Sutherland",1966,NA,"actor,producer,miscellaneous","tt0285331,tt0790686,tt1527186,tt0183649"
"nm0000663","Dominique Swain",1980,NA,"actress,producer,soundtrack","tt0426883,tt0119558,tt0203975,tt0119094"
"nm0000664","Patrick Swayze",1952,2009,"actor,soundtrack,producer","tt0098206,tt0099653,tt0102685,tt0092890"
"nm0000665","D.B. Sweeney",1961,NA,"actor,soundtrack,director","tt2202488,tt0369179,tt0106912,tt0104040"
"nm0000666","Lili Taylor",1967,NA,"actress,writer,soundtrack","tt0116594,tt1457767,tt3488298"
"nm0000667","David Thewlis",1963,NA,"actor,writer,soundtrack","tt1201607,tt0107653,tt0451279,tt0466909"
"nm0000668","Emma Thompson",1959,NA,"actress,writer,soundtrack","tt0314331,tt0114388,tt0107943,tt2140373"
"nm0000669","Fred Thompson",1942,2015,"actor","tt0093640,tt0099423,tt0099810,tt0109190"
"nm0000670","Lea Thompson",1961,NA,"actress,producer,director","tt5039578,tt1758772,tt1727381,tt0088763"
"nm0000671","Billy Bob Thornton",1955,NA,"actor,writer,soundtrack","tt0120324,tt0243133,tt0120591,tt0117666"
"nm0000672","Meg Tilly",1960,NA,"actress,writer","tt0086154,tt0085244,tt0106452,tt0088683"
"nm0000673","Marisa Tomei",1964,NA,"actress,producer","tt1596363,tt0104952,tt0247425,tt1125849"
"nm0000674","Tamlyn Tomita",1966,NA,"actress","tt0406759,tt0411951,tt0091326,tt0319262"
"nm0000675","Jeanne Tripplehorn",1963,NA,"actress,soundtrack","tt0114898,tt0103772,tt0120148,tt0106918"
"nm0000676","Chris Tucker",1971,NA,"actor,soundtrack,writer","tt1045658,tt0293564,tt0120812,tt0266915"
"nm0000677","Robin Tunney",1972,NA,"actress,soundtrack","tt0112950,tt0190865,tt0115963,tt0146675"
"nm0000678","Kathleen Turner",1954,NA,"actress,producer,soundtrack","tt0111127,tt0091738,tt0088011,tt0082089"
"nm0000679","Deborah Kara Unger",1966,NA,"actress,producer,miscellaneous","tt0119174,tt1441912,tt0317042,tt0328538"
"nm0000680","Casper Van Dien",1968,NA,"actor,producer,director","tt0437086,tt0162661,tt0120856,tt0120201"
"nm0000681","Vince Vaughn",1970,NA,"producer,actor,writer","tt1078940,tt5657856,tt0452594,tt0396269"
"nm0000682","Paul Verhoeven",1938,NA,"director,producer,writer","tt0093870,tt0164052,tt0389557,tt3716530"
"nm0000683","Gore Vidal",1925,2012,"writer,actor","tt0041061,tt0111732,tt0119177,tt0080491"
"nm0000684","Nana Visitor",1957,NA,"actress,soundtrack","tt0106145,tt2637276,tt0758746,tt1334102"
"nm0000685","Jon Voight",1938,NA,"actor,producer,writer","tt0064665,tt0118615,tt0089941,tt0068473"
"nm0000686","Christopher Walken",1943,NA,"actor,soundtrack,producer","tt0077416,tt0264464,tt0114194,tt0427327"
"nm0000687","J.T. Walsh",1943,1998,"actor","tt0118771,tt0117666,tt0104257,tt0093105"
"nm0000688","Sela Ward",1956,NA,"actress,producer","tt0338096,tt2267998,tt1628841,tt0106977"
"nm0000689","Julie Warner",1965,NA,"actress,director,producer","tt0430634,tt0099582,tt0101745,tt0114694"
"nm0000690","Lesley Ann Warren",1946,NA,"actress,soundtrack,producer","tt0084865,tt0410975,tt0088930,tt0057950"
"nm0000691","John Waters",1946,NA,"actor,writer,director","tt0387575,tt0095270,tt0111127,tt0126604"
"nm0000692","Teri Weigel",1962,NA,"actress","tt0096889,tt0100114,tt0100403,tt0098257"
"nm0000693","Peter Weller",1947,NA,"actor,director,soundtrack","tt0100502,tt0102511,tt0093870,tt0086856"
"nm0000694","Wim Wenders",1945,NA,"director,producer,writer","tt0101458,tt0093191,tt0087884,tt0107209"
"nm0000695","Joanne Whalley",1961,NA,"actress","tt0090424,tt1582457,tt0096446,tt0120483"
"nm0000696","Wil Wheaton",1972,NA,"actor,writer,producer","tt0084649,tt0092005,tt0092455,tt0103112"
"nm0000697","Billy Wilder",1906,2002,"writer,director,producer","tt0043014,tt0053291,tt0053604,tt0047437"
"nm0000698","Gene Wilder",1933,2016,"actor,soundtrack,writer","tt0072431,tt0063462,tt0067992,tt0098282"
"nm0000699","Michael Wincott",1958,NA,"actor","tt0096219,tt0115632,tt0486674,tt0112817"
"nm0000700","Debra Winger",1955,NA,"actress,producer,soundtrack","tt0086425,tt0081696,tt1084950,tt0084434"
"nm0000701","Kate Winslet",1975,NA,"actress,soundtrack","tt0114388,tt0338013,tt0120338,tt0959337"
"nm0000702","Reese Witherspoon",1976,NA,"producer,actress,soundtrack","tt0126886,tt2305051,tt0250494,tt0358273"
"nm0000703","BD Wong",1960,NA,"actor,soundtrack","tt4158110,tt0369610,tt0120762,tt0107290"
"nm0000704","Elijah Wood",1981,NA,"actor,producer,soundtrack","tt0120737,tt0167260,tt0338013,tt0167261"
"nm0000705","Robin Wright",1966,NA,"actress,producer,director","tt0217869,tt0093779,tt0109830,tt0442933"
"nm0000706","Michelle Yeoh",1962,NA,"actress,producer,writer","tt0120347,tt3104988,tt0190332,tt6710474"
"nm0000707","Sean Young",1959,NA,"actress,miscellaneous,director","tt0087182,tt0083658,tt1856101,tt0093640"
"nm0000708","Billy Zane",1966,NA,"actor,producer,soundtrack","tt0120338,tt0097162,tt0096874,tt0117331"
"nm0000709","Robert Zemeckis",1951,NA,"producer,writer,director","tt0088763,tt1907668,tt0118884,tt0109830"
"nm0000710","David Raksin",1912,2004,"music_department,composer,soundtrack","tt0458339,tt0037008,tt0027977,tt0119668"
"nm0000711","Rick Baker",1950,NA,"make_up_department,actor,special_effects","tt0133152,tt0119654,tt0170016,tt0780653"
"nm0000712","Steve Cohen",NA,NA,"assistant_director,director,miscellaneous","tt0098844,tt0089218,tt0363685,tt0143213"
"nm0000713","Joel Oliansky",1935,2002,"writer,director,actor","tt0205655,tt0096108,tt0065278,tt0069599"
"nm0000714","Willie Aames",1960,NA,"actor,writer,director","tt0084945,tt0086681,tt0075500"
"nm0000715","Caroline Aaron",1952,NA,"actress,producer","tt0118954,tt0099487,tt0108160,tt1232829"
"nm0000716","Paula Abdul",1962,NA,"soundtrack,actress,miscellaneous","tt0358082,tt0093894,tt9208444"
"nm0000717","Kareem Abdul-Jabbar",1947,NA,"actor,producer,writer","tt0113097,tt0080339,tt0089155,tt0412253"
"nm0000718","Ian Abercrombie",1934,2012,"actor,miscellaneous","tt0106220,tt0106308,tt0312098,tt1185834"
"nm0000719","F. Murray Abraham",1939,NA,"actor,soundtrack","tt0113819,tt2042568,tt0086879,tt2278388"
"nm0000720","Jim Abrahams",1944,NA,"writer,producer,director","tt0088286,tt0080339,tt0083466,tt0102059"
"nm0000721","Victoria Abril",1959,NA,"actress,soundtrack","tt0094822,tt0101026,tt0103030,tt0284491"
"nm0000722","Joss Ackland",1928,NA,"actor,soundtrack","tt0099810,tt0101452,tt0078480,tt0097733"
"nm0000723","Deborah Adair",1952,NA,"actress","tt0069658,tt0099701,tt0081856,tt0058796"
"nm0000724","Brooke Adams",1949,NA,"actress,producer,writer","tt0077745,tt0103157,tt0085407,tt0077405"
"nm0000725","Joey Lauren Adams",1968,NA,"actress,soundtrack,director","tt2996684,tt0106677,tt0142342,tt0118842"
"nm0000726","Maud Adams",1945,NA,"actress,director","tt0086034,tt0073631,tt0083178,tt0071807"
