"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @careerlink4jobs: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #O…",FALSE,0,NA,2022-10-29 14:56:28,FALSE,NA,"1586371393372946432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",1,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Om…",FALSE,0,NA,2022-10-29 14:56:23,FALSE,NA,"1586371373227991040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,TRUE,FALSE,NA,NA
"RT @careerlink4jobs: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Tea…",FALSE,0,NA,2022-10-29 14:56:20,FALSE,NA,"1586371361764671488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",2,TRUE,FALSE,NA,NA
"Weekend Wonder is a Ham &amp; Cheese quesadilla! Scrambled eggs, cheddar cheese, ham, avocado crema, scallions &amp; side o… https://t.co/hZHBsmxUzj",FALSE,1,NA,2022-10-29 14:53:35,TRUE,NA,"1586370668030926848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PITCHPIZZERIA",0,FALSE,FALSE,NA,NA
"If you're looking for work in #Omaha, NE, check out this job: https://t.co/UOtQmneXl3 #Merchandising",FALSE,0,NA,2022-10-29 14:52:50,FALSE,NA,"1586370478221930496",NA,"<a href=""https://www.careerarc.com"" rel=""nofollow"">CareerArc 2.0</a>","tmj_IAC_retail",0,FALSE,FALSE,"-95.9979883","41.2523634"
"Even with the changing season, fresh vibrant flowers are always in style and brighten a home.

📸… https://t.co/sVR7zANIuD",FALSE,1,NA,2022-10-29 14:45:45,TRUE,NA,"1586368696498458625",NA,"<a href=""https://promorepublic.com"" rel=""nofollow"">PromoRepublic</a>","TheModern_Hive",0,FALSE,FALSE,NA,NA
"Good morning 🐜🐜🐜 2 weeks till  #Omaha https://t.co/PiwdtzYQ7A",FALSE,6,NA,2022-10-29 14:35:46,FALSE,NA,"1586366185225887744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mile_high_dad",0,FALSE,FALSE,NA,NA
"RT @CopelandNetwork: We are LIVE with Day 3 - Session 1 of the 2022 Omaha Victory Campaign --&gt; https://t.co/lvmSeyKETM

#faith #omaha #Jesu…",FALSE,0,NA,2022-10-29 14:35:10,FALSE,NA,"1586366035057180672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","holidaegh",4,TRUE,FALSE,NA,NA
"We are LIVE with Day 3 - Session 1 of the 2022 Omaha Victory Campaign --&gt; https://t.co/CEzGVuApum

#faith #omaha… https://t.co/7LpriuCo5o",FALSE,1,NA,2022-10-29 14:35:01,TRUE,NA,"1586365995404369921",NA,"<a href=""https://www.meltwater.com/"" rel=""nofollow"">Meltwater Social</a>","GoVictoryTV",0,FALSE,FALSE,NA,NA
"We are LIVE with Day 3 - Session 1 of the 2022 Omaha Victory Campaign --&gt; https://t.co/lvmSeyKETM

#faith #omaha… https://t.co/9rQOdhp31l",FALSE,31,NA,2022-10-29 14:35:00,TRUE,NA,"1586365992749473794",NA,"<a href=""https://www.meltwater.com/"" rel=""nofollow"">Meltwater Social</a>","CopelandNetwork",4,FALSE,FALSE,NA,NA
"RT @careerlink4jobs: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Tea…",FALSE,0,NA,2022-10-29 14:29:29,FALSE,NA,"1586364604858392576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",2,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teachers…",FALSE,0,NA,2022-10-29 14:28:40,FALSE,NA,"1586364396707643397",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #s…",FALSE,0,NA,2022-10-29 14:28:22,FALSE,NA,"1586364324833992705",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293435379712",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #child…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293406154754",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293385052161",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #O…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293381259264",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/JtzcvgJM3T…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293376663553",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293368324096",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293359902721",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #Nebraska #J…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293355696128",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #Nebraska #Job…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293347352576",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293347319808",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293343166466",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",5,TRUE,FALSE,NA,NA
"RT @MikeZeigle: #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293343166465",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293330575360",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childca…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293322141696",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare #healthcare…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293317959681",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",5,TRUE,FALSE,NA,NA
"RT @MikeZeigle: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293313765376",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare #healthcarepr…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293313744897",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",6,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teachers…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293309550593",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Oma…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293305360384",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #…",FALSE,0,NA,2022-10-29 14:28:15,FALSE,NA,"1586364293292826625",NA,"<a href=""https://google.com"" rel=""nofollow"">JobsViaTweet</a>","jobsviatweet",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teachers…",FALSE,0,NA,2022-10-29 14:28:11,FALSE,NA,"1586364275974868993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare…",FALSE,0,NA,2022-10-29 14:28:09,FALSE,NA,"1586364266709278721",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",5,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #child…",FALSE,0,NA,2022-10-29 14:28:05,FALSE,NA,"1586364251366629376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor custodian…",FALSE,0,NA,2022-10-29 14:28:02,FALSE,NA,"1586364240520040454",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #Nebraska #Job…",FALSE,0,NA,2022-10-29 14:27:59,FALSE,NA,"1586364227538673664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: .#jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-29 14:27:56,FALSE,NA,"1586364215509524480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #…",FALSE,0,NA,2022-10-29 14:27:54,FALSE,NA,"1586364204138713088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Oma…",FALSE,0,NA,2022-10-29 14:27:50,FALSE,NA,"1586364189404057601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @CopelandNetwork: “The word blessed means to empower to prosper and to empower to increase.” -@jerrysavellemin 

#kcmevent #faith #victo…",FALSE,0,NA,2022-10-29 14:27:30,FALSE,NA,"1586364102955667456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carollo47167339",33,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare #healthcarepr…",FALSE,0,NA,2022-10-29 14:27:28,FALSE,NA,"1586364098241085442",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",6,TRUE,FALSE,NA,NA
"RT @MikeZeigle: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-29 14:27:26,FALSE,NA,"1586364087423729664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #serv…",FALSE,0,NA,2022-10-29 14:27:20,FALSE,NA,"1586364063143309312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikeZeigle: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/JtzcvgJM3T…",FALSE,0,NA,2022-10-29 14:27:17,FALSE,NA,"1586364051441192961",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen…",FALSE,0,NA,2022-10-29 14:27:15,FALSE,NA,"1586364043794661376",NA,"<a href=""https://bysocialdesign.co.uk"" rel=""nofollow"">Retweet bot bsd</a>","SocialDesignCr1",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z…",FALSE,0,NA,2022-10-29 14:27:03,FALSE,NA,"1586363991449751552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #se…",FALSE,0,NA,2022-10-29 14:27:00,FALSE,NA,"1586363978820689920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-29 14:26:55,FALSE,NA,"1586363959048736768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare #healthcare…",FALSE,0,NA,2022-10-29 14:26:52,FALSE,NA,"1586363947032383488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #O…",FALSE,0,NA,2022-10-29 14:26:32,FALSE,NA,"1586363861028032512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-29 14:26:28,FALSE,NA,"1586363846994071555",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #Nebraska #J…",FALSE,0,NA,2022-10-29 14:26:26,FALSE,NA,"1586363836499738628",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor custodi…",FALSE,0,NA,2022-10-29 14:26:24,FALSE,NA,"1586363827796738048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-29 14:26:21,FALSE,NA,"1586363816299798528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childca…",FALSE,0,NA,2022-10-29 14:26:19,FALSE,NA,"1586363807256805377",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:26:16,FALSE,NA,"1586363793843490817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen…",FALSE,0,NA,2022-10-29 14:26:06,FALSE,NA,"1586363753867907072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:25:37,FALSE,NA,"1586363628994830339",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeZeigle",4,TRUE,FALSE,NA,NA
"RT @GoVictoryTV: “An unlimited God can be limited by His own people.” - @jerrysavellemin 

#JerrySavelle #KCMEvent #Omaha #Nebraska #JesusI…",FALSE,0,NA,2022-10-29 14:25:09,FALSE,NA,"1586363513018413056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SBaetus",2,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:24:33,FALSE,NA,"1586363363373613057",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen…",FALSE,0,NA,2022-10-29 14:24:04,FALSE,NA,"1586363242133454848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childcare #Teache…",FALSE,0,NA,2022-10-29 14:23:54,FALSE,NA,"1586363198181343237",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #childca…",FALSE,0,NA,2022-10-29 14:23:51,FALSE,NA,"1586363186114363392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert Millard Childcare and Preschool in Omaha Nebraska is #hiring #HIRINGNOW for #teacher #daycareattendant #chi…",FALSE,0,NA,2022-10-29 14:23:48,FALSE,NA,"1586363175313686528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert #jobopenings Midwest Maintenance is  #HIRINGNOW for #maintenance #cleaning #EVENT #cleaning janitor custodi…",FALSE,0,NA,2022-10-29 14:23:46,FALSE,NA,"1586363164781944832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",3,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha #Nebraska #J…",FALSE,0,NA,2022-10-29 14:23:43,FALSE,NA,"1586363154614788096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #Omaha…",FALSE,0,NA,2022-10-29 14:23:40,FALSE,NA,"1586363139016183811",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings Electric Company of Omaha is #hiring for a Receptionist #Clerical #Administrative  #office #AdminJobs #O…",FALSE,0,NA,2022-10-29 14:23:37,FALSE,NA,"1586363127091929088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #jobopenings The Okey Companion And Care Services LLC is #HIRINGNOW #Hiring in Omaha Nebraska #healthcare #healthcare…",FALSE,0,NA,2022-10-29 14:23:19,FALSE,NA,"1586363051804008448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-29 14:23:16,FALSE,NA,"1586363041372930049",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #se…",FALSE,0,NA,2022-10-29 14:23:12,FALSE,NA,"1586363021689032704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z…",FALSE,0,NA,2022-10-29 14:23:09,FALSE,NA,"1586363010339438592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikesJoblist",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: Look who's hiring in Council Bluffs, Iowa is #hiring #HIRINGNOW #Job #jobs #Iowa #Omaha https://t.co/NuVIT7HB4Z…",FALSE,0,NA,2022-10-29 14:22:27,FALSE,NA,"1586362835809861632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",5,TRUE,FALSE,NA,NA
"RT @MikesJoblist: New #JobAlert the Stephen Center, Inc. is #HIRINGNOW in Omaha Nebraska #healthcareprofessionals #HiringAlert #kitchen #se…",FALSE,0,NA,2022-10-29 14:22:22,FALSE,NA,"1586362814364803075",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",4,TRUE,FALSE,NA,NA
"RT @MikesJoblist: WOW! Look who's #Hiring Millard Childcare and Preschool in Omaha Nebraska is #HIRINGNOW for #teacher #daycareattendant #c…",FALSE,0,NA,2022-10-29 14:22:17,FALSE,NA,"1586362793279643649",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","careerlink4jobs",4,TRUE,FALSE,NA,NA
